BiosampleID,Study title,Description of study,Sample name,Study data link,Organism*,Intraspecific name,Time factor,Life stage,accession,Material source: DOI,Derived Material,Body part,Treatment
SAMEA104385357,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:SWU Chinese 1,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-229,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385355,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:SWU Chinese 2,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-230,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385344,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:SWU Chinese 3,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-231,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385375,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:SWU Chinese 5,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-232,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385362,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:SWU Chinese 8,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-235,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385270,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:SWU Chinese 9,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-236,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385308,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Zhouyou,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-237,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385295,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Drakkar,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-238,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385289,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Stellar DH,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-239,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385326,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Westar DH,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-240,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385313,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Yudal,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-241,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385361,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Brutor,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-242,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385349,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Comet,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-244,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385383,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Cresor,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-245,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385379,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Industry,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-250,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385572,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Karat,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-251,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385615,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Marinka,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-252,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385599,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Niklas,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-253,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385252,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Target,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-254,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385247,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Karoo-057DH,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-256,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385230,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Monty-028DH,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-257,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385272,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:N01D-1330,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-258,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385269,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:N02D-1952,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-259,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385311,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Surpass400-024DH,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-260,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385294,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Cubs Root,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-261,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385502,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Dux,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-262,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385539,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Eerglu,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-263,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385535,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Helios,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-264,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385566,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Kroko,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-265,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385554,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Linetta,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-267,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385549,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Mazowiecki,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-268,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385583,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Tantal,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-269,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385571,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Weihenstephaner,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-270,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385614,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Liho,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-271,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385605,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Alku,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-272,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385440,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Bronowski,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-273,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385471,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Ceska Krajova,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-274,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385462,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Duplo,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-275,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385499,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Janetzkis Sommerraps,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-276,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385486,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Line,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-277,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385520,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Marnoo,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-278,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385515,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Nugget,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-279,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385501,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Olga,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-280,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385537,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Spaeths Zollerngold,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-281,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385533,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:SvalÃ¶fâs Gulle,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-282,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385364,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Topas,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-283,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385405,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Tribute,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-284,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385392,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Wesway,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-285,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385427,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Fido,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-286,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385423,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Oro,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-287,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385455,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Tower,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-288,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385443,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Regina II,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-289,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385438,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Ability,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-290,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385469,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Campino,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-291,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385460,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Clipper,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-292,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385334,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Larissa,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-299,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
